Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length
"Life Arete","Life/Death Boulders > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112066112/life-arete,-1.0,-1,Boulder,V0,1,12
Limbo,"Life/Death Boulders > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112066068/limbo,-1.0,-1,Boulder,V2,1,10
"Humpin' the Whale","Life/Death Boulders > The Dance Floor > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112066083/humpin-the-whale,1.8,-1,Boulder,V3,1,7
"Red Spark","Blue Flame Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832220/red-spark,2.6,-1,Boulder,V5-6,1,12
"Blue Flame","Blue Flame Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832225/blue-flame,2.7,-1,Boulder,V7,1,10
"The Cackler","Blue Flame Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113756820/the-cackler,2.0,-1,Boulder,V9,1,8
"Stretch Armstrong","Blue Flame Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108754138/stretch-armstrong,4.0,-1,Boulder,V10,1,12
"Black Mamba","Blue Flame Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108754143/black-mamba,-1.0,-1,Boulder,V12,1,12
"The Outcast (aka Don's Dyno)","Dyno Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832268/the-outcast-aka-dons-dyno,2.4,-1,Boulder,V5,1,8
"Paul's Cock","Paul's Rock > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832296/pauls-cock,1.2,-1,Boulder,V3-,1,8
"Paul's Cock Rocks","Paul's Rock > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109423982/pauls-cock-rocks,2.0,-1,Boulder,V3,1,
"Paul Rocks","Paul's Rock > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832285/paul-rocks,2.5,-1,Boulder,V4,1,10
"Tram Pass","Tram Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832311/tram-pass,2.0,-1,Boulder,V2-3,1,8
"Reverse Traverse","Tram Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112009074/reverse-traverse,1.7,-1,Boulder,V4,1,12
"Memory Loss","Tram Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832320/memory-loss,2.5,-1,Boulder,V6,1,10
"Tramslot Traverse","Tram Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108358803/tramslot-traverse,2.5,-1,Boulder,V7,1,10
"Annual Pass AKA Ass Drag Traverse","Tram Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/114414259/annual-pass-aka-ass-drag-traverse,3.0,-1,Boulder,V7-8,1,12
Moonwalker,"Swiss Cheese Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112918458/moonwalker,2.0,-1,Boulder,V3,1,15
Hinge,"Swiss Cheese Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106832337/hinge,2.0,-1,Boulder,V3,1,15
"Wonder Twin","Poorman's Slashface Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108079690/wonder-twin,1.0,-1,Boulder,V-easy,1,10
"Poorman's Slashface","Poorman's Slashface Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108079646/poormans-slashface,1.0,-1,Boulder,V0,1,10
"Poorman's Traverse","Poorman's Slashface Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108079628/poormans-traverse,1.7,-1,Boulder,V1,1,15
"Plastic Man","Poorman's Slashface Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108079700/plastic-man,1.8,-1,Boulder,V1,1,10
"Green Lantern","Poorman's Slashface Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107215834/green-lantern,1.4,-1,Boulder,V1+,1,9
Crossfire,"Poorman's Slashface Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107215801/crossfire,1.3,-1,Boulder,V3,1,9
Railer,"Railer Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107215850/railer,2.4,-1,Boulder,V3,1,10
Propane,"Methane Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107241969/propane,1.9,-1,Boulder,V2,1,8
"Methane Direct","Methane Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107241980/methane-direct,2.0,-1,Boulder,V4,1,10
Methane,"Methane Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107241944/methane,2.7,-1,Boulder,V5,1,15
Methamphetamine,"Methane Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/111979072/methamphetamine,2.0,-1,Boulder,V7,1,14
"Meth Lab","Methane Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/111981773/meth-lab,1.0,-1,Boulder,V9,1,25
"Obe Problem Direct","Obe Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107697623/obe-problem-direct,3.0,-1,Boulder,V4,1,15
"All Seeing Eye of the Great Architect of the Universe","Conspiracy Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107697696/all-seeing-eye-of-the-great-architect-of-the-universe,3.0,-1,Boulder,V2,1,15
Illuminatrix,"Conspiracy Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108240960/illuminatrix,4.0,-1,Boulder,"V4 PG13",1,13
"Free Mason","Conspiracy Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113128685/free-mason,3.0,-1,Boulder,V5,1,14
"Carribean Cocktail","Dyke Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108079606/carribean-cocktail,2.5,-1,Boulder,V2,1,10
"Hold Your Fire","Hold Your Fire Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108186238/hold-your-fire,2.3,-1,Boulder,V6-7,1,12
"Steep Sharma Arete","Sharma Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108754226/steep-sharma-arete,4.0,-1,Boulder,V9-10,1,12
"Devil's Dance","Sharma Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108754232/devils-dance,-1.0,-1,Boulder,V12,1,18
"Dyno Problem","Dyno Boulder 2 > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109083347/dyno-problem,3.0,-1,Boulder,V4,1,
"Roof Problem","Rotten Roof Boulder > The Beach > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/111978994/roof-problem,2.4,-1,Boulder,V1,1,7
"Glass Jugs","Glass Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106859677/glass-jugs,2.0,-1,Boulder,V-easy,1,16
"Glass Traverse","Glass Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106859688/glass-traverse,2.9,-1,Boulder,V-easy,1,25
"Heart of Glass","Glass Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106859709/heart-of-glass,2.0,-1,Boulder,V-easy,1,16
"Glass Direct","Glass Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106859697/glass-direct,2.6,-1,Boulder,V0,1,16
"Glass Indirect","Glass Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106859703/glass-indirect,2.6,-1,Boulder,V2,1,16
"Glass Slippers","Glass Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176503/glass-slippers,2.0,-1,Boulder,V4,1,10
"Over the Boardwalk","Boardwalk Boulder - NW Face > Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107202449/over-the-boardwalk,2.8,-1,Boulder,V7,1,12
"Left Hand of Darkness","Boardwalk Boulder - NW Face > Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/111599523/left-hand-of-darkness,4.0,-1,Boulder,V9,1,12
"Soul Shine","Boardwalk Boulder - NW Face > Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112809664/soul-shine,2.0,-1,Boulder,V10,1,10
"The Right Road (aka Soul Darkness)","Boardwalk Boulder - NW Face > Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112818129/the-right-road-aka-soul-darkness,4.0,-1,Boulder,V10,1,12
Catwalk,"Boardwalk Boulder - SE Face > Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106861328/catwalk,2.0,-1,Boulder,V0,1,15
"Bored Walk","Boardwalk Boulder - SE Face > Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106875729/bored-walk,1.7,-1,Boulder,V3,1,15
"Under the Boardwalk","Boardwalk Boulder - SE Face > Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108532679/under-the-boardwalk,2.0,-1,Boulder,V5,1,12
"Problem A","Uphill Glass Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176537/problem-a,1.0,-1,Boulder,V2,1,10
"Dimit's Problem","Dimit's Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176555/dimits-problem,1.0,-1,Boulder,V3,1,9
"Electric Eye","Unison Rock > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176574/electric-eye,2.7,-1,Boulder,"V3 R",1,20
"Problem A","Behind The Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176605/problem-a,1.3,-1,Boulder,V3,1,8
"Problem A","Over the Boardwalk Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176624/problem-a,1.5,-1,Boulder,V0,1,8
Beige,"The Bermuda Triangle Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108610353/beige,2.5,-1,Boulder,V2,1,14
"Blade Runner","The Bermuda Triangle Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108610346/blade-runner,3.0,-1,Boulder,V4,1,14
Aquaman,"Aquaman Boulder > Boardwalk Area > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108905822/aquaman,2.2,-1,Boulder,V4,1,10
"Power Windows","Dead Tree Boulder > The Alcove > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922243/power-windows,3.1,-1,Boulder,V6-,1,15
Slabarific,"Slab Boulder > The Alcove > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922338/slabarific,2.6,-1,Boulder,V1,1,15
Slabalicious,"Slab Boulder > The Alcove > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922361/slabalicious,1.0,-1,Boulder,V2,1,12
Tangerine,"Citrus Boulder > The Alcove > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922299/tangerine,1.0,-1,Boulder,V0,1,8
"Somewhere In Time","Time Boulder > The Alcove > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922384/somewhere-in-time,1.5,-1,Boulder,"V0 PG13",1,15
"Problem A","Time Boulder > The Alcove > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922395/problem-a,1.0,-1,Boulder,V2,1,12
"Time Stands Still","Time Boulder > The Alcove > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922373/time-stands-still,2.7,-1,Boulder,"V4 PG13",1,18
"The Patriot","Patriot Boulder > The Alcove > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922310/the-patriot,2.0,-1,Boulder,V2,1,12
Tomahawk,"Patriot Boulder > The Alcove > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106922319/tomahawk,3.3,-1,Boulder,V5+,1,12
"Problem A","Emerald City > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176641/problem-a,2.5,-1,Boulder,V0,1,20
"Emerald City","Emerald City > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176656/emerald-city,3.8,-1,Boulder,"V0 PG13",1,20
"Problem B","Emerald City > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176674/problem-b,2.7,-1,Boulder,"V1 R",1,13
Tri-Nitro-Toulumne,"Emerald City > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176665/tri-nitro-toulumne,3.6,-1,Boulder,"V3 PG13",1,20
"House of Pain","Emerald City > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110332706/house-of-pain,4.0,-1,Boulder,V6,1,20
"Ruby Slippers","Cave Passage Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176697/ruby-slippers,2.0,-1,Boulder,V0+,1,10
"Problem A","Cave Passage Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176708/problem-a,2.0,-1,Boulder,V3+,1,9
"Toto or Dorothy?","Oz Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176723/toto-or-dorothy,1.0,-1,Boulder,V3,1,15
"Problem A","Old Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176741/problem-a,1.0,-1,Boulder,V-easy,1,12
"Old's Cool","Old Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176816/olds-cool,2.0,-1,Boulder,V-easy,1,12
"Problem B","Old Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176747/problem-b,2.0,-1,Boulder,V0,1,11
"Problem C","Young Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176795/problem-c,1.5,-1,Boulder,V-easy,1,10
"Cracked Egg","Young Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176828/cracked-egg,1.0,-1,Boulder,"V0- PG13",1,13
"Problem B","Young Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176786/problem-b,2.0,-1,Boulder,V0,1,8
"Problem A","Young Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176757/problem-a,2.0,-1,Boulder,V1,1,8
"Cracked Patina","Young Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176780/cracked-patina,3.0,-1,Boulder,"V1 PG13",1,13
"Problem A Sit Start","Young Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176764/problem-a-sit-start,2.0,-1,Boulder,V3+,1,8
"Only The Good Die Young","Young Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107176770/only-the-good-die-young,3.5,-1,Boulder,V6,1,14
"Roof Jugs","Roof Jugs > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110298396/roof-jugs,3.3,-1,Boulder,V2,1,20
"Roof Jugs Variation","Roof Jugs > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110298418/roof-jugs-variation,3.0,-1,Boulder,V3,1,16
"But of Quartz","Quartz Boulder > The West Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/115688410/but-of-quartz,2.0,-1,Boulder,V2,1,12
Envy,"The East Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113291911/envy,3.0,-1,Boulder,V5,1,12
"The Barefoot Sharma Arete","The East Rim > Shangri-La Valley > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108881369/the-barefoot-sharma-arete,3.0,-1,Boulder,V8,1,10
"Kung Fu Panda","The All Day Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106496924/kung-fu-panda,1.0,-1,Boulder,V-easy,1,10
"Problem A","The All Day Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110471555/problem-a,1.0,-1,Boulder,V0,1,8
"Wu Tang Clan","The All Day Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106496917/wu-tang-clan,1.5,-1,Boulder,V0,1,15
"Jet Li","The All Day Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106492567/jet-li,2.0,-1,Boulder,"V0 R",1,8
"Chai Tea","The All Day Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106494227/chai-tea,1.8,-1,Boulder,V1+,1,15
"Thai Chi","The All Day Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106494232/thai-chi,1.4,-1,Boulder,V2,1,15
"Kung Fu Grip","The All Day Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106494262/kung-fu-grip,1.7,-1,Boulder,V3+,1,15
"Don's Overhang","The All Day Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110451581/dons-overhang,2.0,-1,Boulder,V4,1,12
"The One","The All Day Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106492586/the-one,2.0,-1,Boulder,V6,1,8
"Paper Dragon","The All Day Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113040778/paper-dragon,3.0,-1,Boulder,V10,1,8
"Le Mantel","Game of Death Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113040715/le-mantel,-1.0,-1,Boulder,V1,1,9
Raspoutine,"Game of Death Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106495161/raspoutine,1.5,-1,Boulder,V2,1,10
"Game of Death","Game of Death Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106495150/game-of-death,2.9,-1,Boulder,V4,1,15
"A Kingdom in a Princess","Game of Death Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113040642/a-kingdom-in-a-princess,1.0,-1,Boulder,V6,1,8
"Snake Eyes Direct","Roll the Bones Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108167494/snake-eyes-direct,1.3,-1,Boulder,V2,1,6
"Snake Eyes","Roll the Bones Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108167476/snake-eyes,2.2,-1,Boulder,V4,1,9
"Roll the Bones","Roll the Bones Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108167419/roll-the-bones,2.0,-1,Boulder,V6,1,8
"Rumble in the Bronx","Mortal Kombat Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108186221/rumble-in-the-bronx,1.7,-1,Boulder,V1,1,8
"Mortal Kombat","Mortal Kombat Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108186211/mortal-kombat,2.0,-1,Boulder,V5,1,10
"Fists of Fury Direct","Fists of Fury Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/116234431/fists-of-fury-direct,1.0,-1,Boulder,V5-6,1,
"Fists of Fury","Fists of Fury Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113091289/fists-of-fury,2.5,-1,Boulder,V7-8,1,8
"Exit the Tiger","Enter the Dragon Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113200361/exit-the-tiger,1.0,-1,Boulder,V2,1,7
"Unnamed V4","Enter the Dragon Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113200329/unnamed-v4,-1.0,-1,Boulder,V4,1,7
"Enter the Dragon","Enter the Dragon Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113200353/enter-the-dragon,2.0,-1,Boulder,V5,1,7
"Unknown (Chuck Norris)","Warm Up boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113200812/unknown-chuck-norris,1.0,-1,Boulder,V0-1,1,10
"House Arête (Unnamed)","House Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113901010/house-arete-unnamed,1.5,-1,Boulder,V3,1,
"House Kung Fu","House Boulder > Kung Fu Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113901002/house-kung-fu,2.0,-1,Boulder,V6-7,1,12
"Tooth or Dare","Tooth Fairy Boulder > Year of the Cat Gully > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106488379/tooth-or-dare,1.0,-1,Boulder,V-easy,1,15
"Tooth Hurty","Tooth Fairy Boulder > Year of the Cat Gully > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106488397/tooth-hurty,1.0,-1,Boulder,V-easy,1,12
"Tooth Fairy","Tooth Fairy Boulder > Year of the Cat Gully > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106488234/tooth-fairy,2.5,-1,Boulder,V5-6,1,12
iMac,"iMac Boulder > Year of the Cat Gully > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106499140/imac,3.0,-1,Boulder,V4,1,20
Tetrys,"Tetrys Boulder > Year of the Cat Gully > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106499166/tetrys,2.6,-1,Boulder,V1,1,12
"Tetrys Right","Tetrys Boulder > Year of the Cat Gully > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106499173/tetrys-right,2.6,-1,Boulder,V2,1,12
"Not a Flowmaster","Tetrys Boulder > Year of the Cat Gully > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109051564/not-a-flowmaster,2.0,-1,Boulder,V5+,1,12
"Shoe Slab","Shoe Slab > Year of the Cat Gully > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106506421/shoe-slab,2.2,-1,Boulder,V-easy,1,15
S.A.P.,"Shoe Slab > Year of the Cat Gully > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106506430/sap,1.0,-1,Boulder,V1,1,10
"The Persistance of Time (aka The Undone Marc Roth Project)","Year of the Cat Boulder > Year of the Cat Gully > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108055451/the-persistance-of-time-aka-the-undone-marc-roth-project,2.5,-1,Boulder,V6-,1,15
"Year of the Cat","Year of the Cat Boulder > Year of the Cat Gully > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112009628/year-of-the-cat,2.5,-1,Boulder,V9-10,1,12
"Unnamed V1","Matt Hotch Boulder > Year of the Cat Gully > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112009722/unnamed-v1,-1.0,-1,Boulder,V1,1,12
"The Matt Hotch Problem","Matt Hotch Boulder > Year of the Cat Gully > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112009712/the-matt-hotch-problem,3.0,-1,Boulder,V9,1,12
Unnamed,"Entrance Boulder > Year of the Cat Gully > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113091696/unnamed,2.0,-1,Boulder,V3,1,
"Problem C","Greasefire Boulder > Area 51/Deer Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106488420/problem-c,2.1,-1,Boulder,V2,1,10
"Problem A","Greasefire Boulder > Area 51/Deer Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106488364/problem-a,2.3,-1,Boulder,V3,1,10
"Problem B","Greasefire Boulder > Area 51/Deer Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106488411/problem-b,2.4,-1,Boulder,V3,1,10
"Imperfect Circle","Greasefire Boulder > Area 51/Deer Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108169026/imperfect-circle,2.0,-1,Boulder,V5,1,8
"Greasefire - Right Variation","Greasefire Boulder > Area 51/Deer Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106488389/greasefire-right-variation,2.0,-1,Boulder,V5,1,15
Greasefire,"Greasefire Boulder > Area 51/Deer Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106488376/greasefire,3.3,-1,Boulder,V6,1,15
